sku,template_group,template_sub_type,specs_object
SC1515,fragrance,home_fragrance,"{""function"":""Koku Nötralize Edici"",""application_area"":""Dolap İçi"",""durability_days"":45,""dimensions_mm"":""80x178x10"",""weight_g"":20,""material"":""EVA Termo-Plastik"",""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Scented Card""}"
JS1057,fragrance,spray_perfume,"{""scent"":""Nane"",""volume"":""60 ml"",""volume_ml"":60,""dimensions_mm"":""185x82x38"",""alcohol_free"":true,""vegan"":true,""made_in"":""İtalya"",""collection"":""Pump Spray""}"
JS0458,fragrance,spray_perfume,"{""scent"":""Baharatlı"",""volume"":""60 ml"",""volume_ml"":60,""dimensions_mm"":""185x82x38"",""alcohol_free"":true,""vegan"":true,""made_in"":""İtalya"",""collection"":""Pump Spray""}"
JS0859,fragrance,spray_perfume,"{""scent"":""Ferah"",""volume"":""60 ml"",""volume_ml"":60,""dimensions_mm"":""185x82x38"",""alcohol_free"":true,""vegan"":true,""made_in"":""İtalya"",""collection"":""Pump Spray""}"
JS1360,fragrance,spray_perfume,"{""scent"":""Çiçek"",""volume"":""60 ml"",""volume_ml"":60,""dimensions_mm"":""185x82x38"",""alcohol_free"":true,""vegan"":true,""made_in"":""İtalya"",""collection"":""Pump Spray""}"
JS0161,fragrance,spray_perfume,"{""scent"":""Vanilya"",""volume"":""60 ml"",""volume_ml"":60,""dimensions_mm"":""185x82x38"",""alcohol_free"":true,""vegan"":true,""made_in"":""İtalya"",""collection"":""Pump Spray""}"
JS0962,fragrance,spray_perfume,"{""scent"":""Tropikal Meyve"",""volume"":""60 ml"",""volume_ml"":60,""dimensions_mm"":""185x82x38"",""alcohol_free"":true,""vegan"":true,""made_in"":""İtalya"",""collection"":""Pump Spray""}"
76389,fragrance,spray_perfume,"{""scent"":""Classic Man"",""volume"":""150 ml"",""volume_ml"":150,""made_in"":""İtalya"",""collection"":""Bean Spray""}"
78608,fragrance,spray_perfume,"{""scent"":""Arab Opulence"",""volume"":""250 ml"",""volume_ml"":250,""made_in"":""İtalya"",""collection"":""Marta La Farfalla Spray""}"
78610,fragrance,spray_perfume,"{""scent"":""Golden Arabia"",""volume"":""250 ml"",""volume_ml"":250,""made_in"":""İtalya"",""collection"":""Marta La Farfalla Spray""}"
78615,fragrance,spray_perfume,"{""scent"":""Laurel Bay"",""volume"":""250 ml"",""volume_ml"":250,""made_in"":""İtalya"",""collection"":""Marta La Farfalla Spray""}"
EF1515,fragrance,odor_eliminator,"{""function"":""Koku Nötralize Edici (Petek)"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":12,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Standard (Vent Clip)""}"
ED1515,fragrance,odor_eliminator,"{""function"":""Koku Nötralize Edici (Köpek)"",""durability_days"":45,""dimensions_mm"":""85x45x26"",""weight_g"":13,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Little Dog (3D Köpek)""}"
Q2M-OR500M,fragrance,odor_eliminator,"{""function"":""Organik Koku Nötralize Edici"",""volume"":""500 ml"",""volume_ml"":500,""consumption_ml_per_car"":35,""ph_level"":""~7 (nötr)"",""effect_duration_months"":3,""alcohol_free"":true,""voc_free"":true,""child_pet_safe"":true,""made_in"":""Güney Kore""}"
79415,fragrance,odor_eliminator,"{""function"":""Enzim Bazlı Koku Giderme"",""volume"":""500 ml"",""volume_ml"":500,""consumption_ml_per_car"":40,""ph_level"":""9.50"",""patent_no"":""14730984.3"",""made_in"":""İtalya""}"
74436,fragrance,odor_eliminator,"{""function"":""Dezenfeksiyon + Koku Giderme"",""volume"":""250 ml"",""volume_ml"":250,""alcohol_content"":""yüksek"",""application_type"":""one-shot"",""certifications"":[""EN 1276"",""EN 1650"",""EN 13697"",""EN 14476"",""EN 16777""],""made_in"":""İtalya""}"
701610,fragrance,odor_eliminator,"{""function"":""Koku Giderme"",""volume"":""750 ml"",""volume_ml"":750,""active_ingredient"":""Çinko Risinoleat"",""final_scent"":""Misk & Narenciye"",""made_in"":""İtalya""}"
TF1138,fragrance,laundry_scent,"{""scent"":""Orkide"",""quantity"":""2'li Paket"",""uses_per_capsule"":20,""total_uses"":40,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Tumble Fresh""}"
TF0137,fragrance,laundry_scent,"{""scent"":""Vanilya"",""quantity"":""2'li Paket"",""uses_per_capsule"":20,""total_uses"":40,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Tumble Fresh""}"
TF2136,fragrance,laundry_scent,"{""scent"":""Lavanta"",""quantity"":""2'li Paket"",""uses_per_capsule"":20,""total_uses"":40,""alcohol_free"":true,""toxic_free"":true,""made_in"":""İtalya"",""collection"":""Tumble Fresh""}"
76283,fragrance,refill,"{""compatible_product"":""Bean Classic"",""scent"":""Classic"",""made_in"":""İtalya"",""collection"":""Bean Refill""}"
76280,fragrance,refill,"{""compatible_product"":""Bean Sporty"",""scent"":""Sporty"",""made_in"":""İtalya"",""collection"":""Bean Refill""}"
Q2M-ORP4P,fragrance,odor_eliminator,"{""fragrance_type"":""Koku Giderici"",""form"":""Ped"",""quantity"":4,""features"":""Kokuları maskelemez, kaynağında yok eder"",""function"":""Aktif Partikül Koku Giderici Ped"",""effect_duration_months"":3,""coverage_per_pad"":""1 araç veya 10 m²"",""alcohol_free"":true,""voc_free"":true,""child_pet_safe"":true,""made_in"":""Güney Kore""}"
Q2M-GPYA1000M,glass_cleaner_protectant,glass_hydrophobic_sealant,"{""product_purpose"":""Protection"",""hydrophobic_effect"":true,""requires_pre_cleaning"":true,""durability_label"":""4 Hafta"",""application_method"":""Spray & Wipe"",""safe_on_tint"":true,""features"":""Mevcut kaplamaları besler, kayganlık verir"",""function"":""Temizlik + Hidrofobik Koruma"",""ph_level"":""Nötr (pH 7)"",""volume"":""1000 ml"",""protection_duration"":""4 hafta"",""ammonia_free"":true,""anti_static"":true}"
Q2M-GPYA500M,glass_cleaner_protectant,glass_hydrophobic_sealant,"{""product_purpose"":""Protection"",""hydrophobic_effect"":true,""requires_pre_cleaning"":true,""durability_label"":""4 Hafta"",""consumption"":""40 ml/araç"",""safe_on_tint"":true,""function"":""Temizlik + Hidrofobik Koruma"",""ph_level"":""Nötr (pH 7)"",""volume"":""500 ml"",""protection_duration"":""4 hafta"",""ammonia_free"":true}"
700396,glass_cleaner_protectant,glass_cleaner,"{""product_purpose"":""Cleaning"",""hydrophobic_effect"":false,""cleaning_power"":""High"",""streak_free"":true,""ammonia_free"":true,""safe_on_tint"":true,""dilution_ratio"":""1:10 (İç) - Saf (Dış)"",""safe_surfaces"":[""Cam"",""Plastik"",""Pano""],""function"":""Cam + Yüzey Temizleyici"",""concentration"":""Konsantre"",""volume"":""500 ml"",""dilution"":""1:10 - 1:20"",""safe_for"":[""Vinil"",""Plastik"",""Nano kaplamalar""]}"
700662,glass_cleaner_protectant,glass_cleaner,"{""product_purpose"":""Cleaning"",""hydrophobic_effect"":false,""cleaning_power"":""High"",""streak_free"":true,""ammonia_free"":true,""concentrate"":true,""dilution_ratio"":""1:10 - 1:20"",""function"":""Cam + Yüzey Temizleyici"",""concentration"":""Konsantre"",""volume"":""4,54 lt"",""dilution"":""1:10 - 1:20""}"
700466,glass_cleaner_protectant,glass_cleaner,"{""product_purpose"":""Cleaning"",""hydrophobic_effect"":false,""cleaning_power"":""High"",""streak_free"":true,""concentrate"":true,""dilution_ratio"":""1:10"",""safe_surfaces"":[""Cam"",""Kristal"",""Lake Mobilya""],""function"":""Cam + Lake + Parlak Yüzey Temizleyici"",""concentration"":""1:10 Konsantre"",""volume"":""4,54 L"",""scent"":""Hoş koku"",""dilution_range"":""1:10 - 1:45""}"
71176,glass_cleaner_protectant,glass_cleaner,"{""product_purpose"":""Cleaning"",""hydrophobic_effect"":false,""cleaning_power"":""Industrial/High"",""concentrate"":true,""dilution_ratio"":""1:10"",""application_area"":""Endüstriyel/Profesyonel"",""function"":""Cam + Lake + Laminant Temizleyici"",""concentration"":""1:10 Konsantre"",""volume"":""25 kg"",""format"":""Endüstriyel bidon"",""scent"":""Ferah tazelik""}"
JC0101,glass_cleaner_protectant,screen_cleaner,"{""product_purpose"":""Cleaning"",""target_surface"":""Screens/Displays"",""hydrophobic_effect"":false,""safe_on_tint"":true,""streak_free"":true,""features"":""Entegre mikrofiber gövde"",""function"":""Ekran Temizleyici"",""volume"":""14 ml"",""format"":""Kompakt sprey + entegre mikrofiber"",""portable"":true,""suitable_for"":[""Telefon"",""Tablet"",""LCD ekran"",""Dizüstü bilgisayar"",""Gözlük"",""Araç ekranı""]}"
74955,glass_cleaner,glass_cleaner_additive,"{""sub_type"":""interior_detailer"",""target_surfaces"":null,""finish"":null,""concentrate"":null,""dilution"":null,""anti_bacterial_claim"":null,""safe_on_screens"":null,""scent"":null,""uv_protection"":null,""dilution_ratio"":""1:10 - 1:15"",""bug_remover"":true,""scented"":true,""volume_ml"":250}"
701605,glass_cleaner,glass_cleaner_additive,"{""sub_type"":""interior_detailer"",""target_surfaces"":null,""finish"":null,""concentrate"":null,""dilution"":null,""anti_bacterial_claim"":null,""safe_on_screens"":null,""scent"":null,""uv_protection"":null,""form"":""Sıvı Katkı"",""scented"":true,""bug_remover"":true,""volume_ml"":250}"
701606,glass_cleaner,glass_cleaner_additive,"{""sub_type"":""interior_detailer"",""target_surfaces"":null,""finish"":null,""concentrate"":null,""dilution"":null,""anti_bacterial_claim"":null,""safe_on_screens"":null,""scent"":null,""uv_protection"":null,""form"":""Sıvı Katkı"",""scented"":true,""bug_remover"":true,""volume_ml"":1000}"
6.008.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Kesici Katı Cila"",""color"":""Kahverengi"",""weight"":""1100 gr"",""target_material"":[""Pirinç"",""Zamak"",""Alüminyum""],""grit_range"":""P240-280"",""abrasiveness"":""Ağır""}"
12.001.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Kesici Katı Cila (Gloss Wax)"",""color"":""Bej"",""weight"":""1150 gr"",""target_material"":[""Plastik"",""Kompozit"",""Boyalı yüzey""],""heat_buildup"":""Düşük""}"
7.001.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Kesici Katı Cila"",""color"":""Yeşil"",""weight"":""1100 gr"",""target_material"":[""Paslanmaz çelik"",""Alüminyum"",""Pirinç""],""abrasiveness"":""Ağır""}"
7.945.056.001,industrial_products,interior_apc,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Orta Kesici Katı Cila"",""color"":""Mavi"",""weight"":""1250 gr"",""target_material"":""Çok amaçlı / Evrensel"",""abrasiveness"":""Orta"",""finish"":""Yüksek parlaklık""}"
7.163.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Orta Kesici Katı Cila (Tek Adım)"",""color"":""Beyaz"",""weight"":""1300 gr"",""target_material"":[""Alüminyum"",""Pirinç"",""Paslanmaz çelik"",""Tüm metaller""]}"
12.002.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Parlatıcı Katı Cila (Gloss Wax)"",""color"":""Bej"",""weight"":""1200 gr"",""target_material"":[""Plastik"",""Kompozit"",""Boyalı yüzey""],""flagship"":true}"
7.008.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Parlatıcı Katı Cila"",""color"":""Bej"",""weight"":""1100 gr"",""target_material"":[""Pirinç"",""Krom"",""Nikel"",""Gümüş"",""Bakır""]}"
7.006.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Parlatıcı Katı Cila"",""color"":""Beyaz"",""weight"":""1100 gr"",""target_material"":[""Plastik"",""Kompozit"",""Değerli metaller""]}"
7.201.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Parlatıcı Katı Cila"",""color"":""Pembe"",""weight"":""1250 gr"",""target_material"":[""Paslanmaz çelik"",""Krom"",""Alüminyum""]}"
7.984.056.001,industrial_products,interior_apc,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Süper Parlatıcı Katı Cila"",""color"":""Sarı"",""weight"":""1400 gr"",""target_material"":""Çok amaçlı / Evrensel"",""finish_level"":""Süper""}"
7.933.056.001,industrial_products,interior_detailer,"{""source"":""group"",""confidence"":0.5,""fit"":""weak"",""gap_reason"":""cleaner_liquid:exterior_cleaner"",""type"":""Süper Parlatıcı Katı Cila"",""color"":""Beyaz"",""weight"":""1100 gr"",""target_material"":[""Altın"",""Gümüş"",""Platin"",""Değerli metaller""],""premium"":true}"
70933,industrial_products,engine_cleaner,"{""sub_type"":""interior_apc"",""target_surfaces"":null,""finish"":null,""concentrate"":null,""dilution"":null,""anti_bacterial_claim"":null,""safe_on_screens"":null,""scent"":null,""uv_protection"":null,""dilution_ratio"":""1:5 - 1:10"",""eco_friendly"":true,""cationic_formula"":true,""weight_kg"":25}"
Q2M-IDYA500M,interior_cleaner,interior_detailer,"{""target_surfaces"":[""Plastik"",""Ekran"",""Deri"",""Alcantara"",""Cam""],""finish"":""Mat (OEM)"",""anti_bacterial"":true,""alcohol_content"":""60%"",""anti_static"":true,""scent"":""Fresh"",""features"":""Günlük hafif temizlik ve dezenfeksiyon"",""ph_level"":""Nötr"",""consumption"":""50 ml/araç""}"
Q2M-IDYA1000M,interior_cleaner,interior_detailer,"{""target_surfaces"":[""Plastik"",""Ekran"",""Deri"",""Alcantara""],""finish"":""Mat (OEM)"",""anti_bacterial"":true,""features"":""Parmak izi ve toz temizliği"",""alcohol_content"":""60%"",""anti_static"":true,""ph_level"":""Nötr"",""consumption"":""50 ml/araç"",""volume_ml"":1000}"
Q2M-APYA1000M,interior_cleaner,interior_apc,"{""target_surfaces"":[""Kumaş"",""Plastik"",""Motor"",""Davlumbaz""],""concentrate"":true,""dilution_ratio"":""1:5 (Dış) - 1:15 (İç)"",""cleaning_power"":""High"",""features"":""Leke ve yağ çözücü konsantre"",""ph_level"":12,""working_temp"":""5-35°C""}"
Q2M-FCNA1000M,interior_cleaner,fabric_cleaner,"{""target_surfaces"":[""Kumaş Koltuk"",""Paspas"",""Tavan Döşemesi""],""application_method"":""Sprey & Fırça"",""features"":""Koku giderir, leke çıkarır, koruma öncesi hazırlık"",""ph_level"":10,""working_temp"":""5-30°C"",""consumption"":""150 ml/araç""}"
Q2M-PRYA250M,interior_cleaner,plastic_restorer,"{""target_surfaces"":[""İç Trim"",""Torpido"",""Kapı Panelleri""],""finish"":""Mat/Saten"",""uv_protection"":true,""durability_label"":""3 Ay"",""anti_static"":true,""features"":""Solmuş plastikleri yeniler"",""durability"":""3 ay"",""consumption"":""50 ml/araç"",""dilution_option"":""Saf - 1:5""}"
Q2M-TRC500M,interior_cleaner,plastic_cleaner,"{""target_surfaces"":[""Plastik"",""Vinil"",""Motor Kapakları""],""finish"":""Mat (Kalıntısız)"",""features"":""Eski parlatıcıları söker, antistatik temizlik"",""anti_static"":true,""ph_level"":""Nötr"",""consumption"":""100 ml/araç""}"
73378,interior_cleaner,fabric_cleaner_concentrate,"{""target_surfaces"":[""Kumaş"",""Kadife"",""Halı""],""concentrate"":true,""dilution_ratio"":""1:50"",""technology"":""Enzim & Nanoteknoloji"",""application_method"":""Vakum Makinesi veya Manuel"",""features"":""Kalıntısız kuruma, leke sökücü"",""volume_lt"":5}"
77075,interior_cleaner,surface_disinfectant,"{""target_surfaces"":[""Gıda Temas Yüzeyleri"",""Masalar"",""Sert Yüzeyler""],""anti_bacterial"":true,""rinse_required"":false,""features"":""Alkol bazlı, hızlı kuruma"",""alcohol_based"":true,""volume_lt"":25}"
77080,interior_cleaner,surface_disinfectant,"{""target_surfaces"":[""Ofis"",""Araç İçi"",""Genel Alanlar""],""dilution_ratio"":""1:20 (Zemin) - Saf (Yüzey)"",""features"":""Durulama gerektirmez, hijyen sağlar"",""rinse_required"":false,""volume_lt"":25}"
71675,interior_cleaner,fabric_cleaner_concentrate,"{""target_surfaces"":[""Kumaş"",""Halı"",""Plastik""],""concentrate"":true,""dilution_ratio"":""1:25 - 1:50"",""features"":""Tornador ve vakum makinesi uyumlu"",""compatible_equipment"":[""Tornador"",""Vakum Makinesi"",""Manuel""],""weight_kg"":5}"
70901,interior_cleaner,foam_cleaner,"{""target_surfaces"":[""Kumaş"",""Halı"",""Tavan Döşemesi""],""form"":""Aerosol Köpük"",""application_method"":""Sık-Sil (Susuz)"",""features"":""Kuru köpük, tavan temizliği için ideal"",""drying_time"":""5-10 dk"",""volume_ml"":600}"
74598,interior_cleaner,plastic_dressing,"{""target_surfaces"":[""Torpido"",""Plastik"",""Ahşap Trim""],""finish"":""Parlak/Canlı"",""anti_static"":true,""scent"":""Vanilya"",""features"":""Tozlanmayı geciktirir"",""volume_ml"":750}"
Q2M-PM500M,interior_cleaner,interior_detailer,"{""target_surfaces"":[""Tüm İç Yüzeyler""],""anti_bacterial"":true,""features"":""PurifyCoat kaplamasını destekler, hijyen sağlar"",""protection_duration"":""3-6 ay"",""ph_level"":""Nötr"",""alcohol_free"":true,""consumption"":""30-40 ml/araç""}"
701285,interior_cleaner,interior_apc,"{""target_surfaces"":[""Deri"",""Kumaş"",""Plastik""],""form"":""Köpük"",""application_method"":""Sprey & Sil"",""features"":""Çok amaçlı süper temizleyici, nikotin ve yağ lekelerini çözer"",""concentrate"":true,""dilution_ratio"":""1:25 - 1:50""}"
79406,interior_cleaner,interior_apc,"{""target_surfaces"":[""Motor"",""Plastik"",""Jant"",""Kumaş""],""concentrate"":true,""dilution_ratio"":""1:5 - 1:20"",""anti_static"":true,""features"":""Güçlü yağ çözücü, antistatik etki"",""ph_level"":10.5,""consumption_interior"":""100 ml/araç"",""consumption_exterior"":""150 ml/araç""}"
